ip,continent,bgp_prefix_len,whois_network_age_days,provider_is_hosting,num_distinct_ports,has_80,has_443,https_only,web_server,http_root_any_present,http_any_status_class,http_any_redirect_like,http_any_body_size,http_any_supports_http2,http_any_is_html,http_any_meta_refresh,cert_age_days,cert_lifetime_days,cert_remaining_days,cert_validation_level,cert_is_letsencrypt,cert_san_count,cert_is_wildcard,cert_chain_len,has_reverse_dns,num_dns_names_capped,dns_has_suspicious_tokens,label
199.26.86.79,North America,22,7.842671474979457,1,3.4339872044851463,1,1,0,apache,1,3xx,1,5.099866427824199,1,1,1,4.110873864173311,4.51085950651685,3.4011973816621555,dv,1,1.6094379124341003,1,0.6931471805599453,1,3.9318256327243257,0,1
185.176.24.103,Europe,24,8.127699852817772,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0.0,0,1
104.21.20.252,North America,20,8.376090350438238,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
91.216.248.20,Europe,24,8.647519453091812,0,1.6094379124341003,1,1,0,other,1,4xx,0,7.629975707027789,1,1,0,7.9420068084898565,5.902633333401366,0.0,unknown,0,0.6931471805599453,0,0.0,1,3.9318256327243257,1,1
154.213.177.107,Asia,24,5.872117789475416,0,3.4657359027997265,1,1,0,unknown,1,2xx,0,0.0,1,1,0,5.771441123130016,8.202756381655638,8.110727582974489,unknown,0,1.0986122886681096,0,0.0,0,3.9318256327243257,1,1
34.8.133.164,North America,13,7.228388451573604,1,0.6931471805599453,1,0,0,unknown,1,3xx,1,0.0,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,3.9318256327243257,0,1
66.235.200.145,North America,24,9.019058793810718,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,3.6109179126442243,4.51085950651685,3.9889840465642745,dv,0,1.0986122886681096,1,1.0986122886681096,1,3.9318256327243257,0,1
69.36.94.214,North America,19,9.03049574505712,1,2.8903717578961645,1,1,0,apache,1,3xx,1,5.099866427824199,0,1,1,4.248495242049359,4.51085950651685,3.044522437723423,dv,1,1.0986122886681096,0,0.6931471805599453,1,3.9318256327243257,1,1
45.87.41.119,Europe,24,7.194436851100335,0,1.6094379124341003,1,1,0,other,1,4xx,0,3.8918202981106265,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,1.6094379124341003,0,1
154.213.177.126,Asia,24,5.872117789475416,0,3.332204510175204,1,1,0,unknown,1,2xx,0,0.0,1,1,0,5.771441123130016,8.202756381655638,8.110727582974489,unknown,0,1.0986122886681096,0,0.0,0,3.9318256327243257,1,1
13.248.243.5,North America,20,7.9287663216266955,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,0.0,0,0,0,5.049856007249537,5.986452005284438,5.488937726156687,dv,0,1.0986122886681096,1,0.6931471805599453,1,3.9318256327243257,0,1
52.44.11.177,North America,15,9.431642228411022,0,1.3862943611198906,1,1,0,unknown,1,4xx,0,6.810142450115136,1,1,0,4.983606621708336,5.981414211254481,5.521460917862246,dv,0,2.4849066497880004,1,1.0986122886681096,1,0.0,0,1
172.67.193.133,North America,20,8.2960476427647,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
172.67.193.120,North America,20,8.2960476427647,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
8.219.239.111,Asia,17,0.0,0,1.3862943611198906,1,1,0,nginx,1,2xx,0,6.423246963533519,1,1,0,3.4011973816621555,4.51085950651685,4.110873864173311,dv,1,0.6931471805599453,0,0.6931471805599453,0,3.6109179126442243,1,1
89.46.106.40,Europe,21,6.309918278226516,0,1.3862943611198906,1,1,0,unknown,1,2xx,0,10.031704850336881,0,1,0,6.342121418721152,5.902633333401366,0.0,ov,0,0.6931471805599453,0,0.6931471805599453,1,3.9318256327243257,1,1
104.21.85.54,North America,20,8.376090350438238,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
177.154.191.228,South America,24,7.061334366910438,0,2.4849066497880004,0,0,0,other,0,0,0,0.0,0,0,0,4.382026634673881,4.51085950651685,2.3978952727983707,dv,1,0.6931471805599453,0,0.6931471805599453,1,3.9318256327243257,0,1
63.176.8.218,Europe,14,6.721425700790643,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,0.0,1,0,0,5.940171252720432,5.986452005284438,2.8903717578961645,ov,0,1.0986122886681096,1,0.6931471805599453,1,3.9318256327243257,1,1
45.113.122.70,Asia,24,0.0,0,3.091042453358316,1,1,0,apache,1,3xx,1,0.0,1,1,0,5.659482215759621,5.905361848054571,4.382026634673881,dv,0,1.0986122886681096,1,1.0986122886681096,1,3.9318256327243257,0,1
104.26.1.160,North America,20,8.376090350438238,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
92.113.16.75,Europe,21,6.385194398997726,1,1.0986122886681096,1,1,0,unknown,1,4xx,0,5.517452896464707,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0.6931471805599453,0,1
103.190.54.12,Asia,23,0.0,1,2.995732273553991,1,1,0,apache,1,3xx,1,5.099866427824199,0,1,1,5.771441123130016,5.905361848054571,3.828641396489095,dv,0,1.0986122886681096,0,1.0986122886681096,1,3.9318256327243257,0,1
198.49.23.180,North America,24,8.426830751335846,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,7.268920128193722,0,1,0,5.91350300563827,5.961005339623274,2.8903717578961645,ov,0,2.70805020110221,1,0.6931471805599453,0,3.9318256327243257,1,1
65.181.111.8,North America,24,6.855408798609928,0,3.4011973816621555,1,1,0,other,1,2xx,0,5.099866427824199,1,1,1,5.602118820879701,5.983936280687191,4.836281906951478,dv,0,3.367295829986474,1,1.0986122886681096,0,3.9318256327243257,1,1
178.16.54.253,Europe,24,5.19295685089021,0,3.044522437723423,1,1,0,other,1,2xx,0,11.090370147631774,1,1,1,3.9889840465642745,4.51085950651685,3.6109179126442243,dv,1,1.6094379124341003,1,0.6931471805599453,1,3.9318256327243257,1,1
210.211.113.134,Asia,21,0.0,0,3.091042453358316,1,1,0,apache,1,4xx,0,5.883322388488279,1,1,1,6.71174039505618,5.902633333401366,0.0,unknown,0,2.1972245773362196,0,0.6931471805599453,1,3.9318256327243257,1,1
47.88.49.201,North America,18,7.924072324923417,0,1.3862943611198906,1,1,0,nginx,1,2xx,0,7.186144304522325,0,1,0,2.8903717578961645,4.51085950651685,4.290459441148391,dv,1,0.6931471805599453,0,0.6931471805599453,0,2.8903717578961645,0,1
188.166.12.164,Europe,18,8.271292652979412,0,1.3862943611198906,1,1,0,nginx,1,4xx,0,5.545177444479562,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0.6931471805599453,0,1
104.194.157.223,Europe,22,6.859614903654202,1,1.3862943611198906,1,1,0,nginx,1,2xx,0,6.484635235635252,0,0,0,2.70805020110221,4.51085950651685,4.330733340286331,dv,1,1.3862943611198906,0,0.6931471805599453,1,3.9318256327243257,1,1
212.104.128.0,Europe,24,6.324358962381311,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
38.6.210.44,North America,21,7.15305163493748,0,1.791759469228055,1,1,0,nginx,1,2xx,0,7.190676034332207,1,1,0,2.995732273553991,8.202756381655638,8.197263371414335,unknown,0,0.0,0,0.0,0,1.0986122886681096,0,1
162.240.171.116,North America,15,8.425077902508432,0,3.258096538021482,1,1,0,apache,1,3xx,1,5.099866427824199,0,1,1,3.6635616461296463,4.51085950651685,3.9512437185814275,dv,1,1.0986122886681096,1,0.6931471805599453,1,3.9318256327243257,0,1
83.224.65.80,Europe,20,8.875007486048396,0,0.0,0,0,0,unknown,0,0,0,0.0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0.0,0,1
78.46.204.247,Europe,15,7.970394907191429,0,2.0794415416798357,1,1,0,nginx,1,2xx,0,10.11378899583704,1,1,0,4.02535169073515,4.51085950651685,3.5553480614894135,dv,1,2.70805020110221,0,0.6931471805599453,1,2.639057329615259,0,1
82.39.117.71,North America,24,6.037870919922137,1,1.6094379124341003,1,1,0,nginx,1,2xx,0,5.351858133476067,1,1,1,6.035481432524756,4.51085950651685,0.0,dv,1,1.0986122886681096,0,0.6931471805599453,0,1.0986122886681096,0,1
172.64.147.209,North America,24,8.2960476427647,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
199.15.163.133,North America,24,8.65067458279072,0,1.0986122886681096,1,1,0,unknown,1,3xx,1,0.0,0,0,0,3.828641396489095,4.51085950651685,3.8066624897703196,dv,1,1.9459101490553132,1,0.6931471805599453,1,3.9318256327243257,1,1
188.114.97.7,North America,24,8.236155661683124,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,3.4657359027997265,4.51085950651685,4.07753744390572,dv,0,1.0986122886681096,1,1.0986122886681096,0,3.9318256327243257,1,1
192.99.81.101,North America,16,7.7823903355874595,0,3.1354942159291497,1,1,0,nginx,1,3xx,1,5.44673737166631,0,1,0,3.9889840465642745,4.51085950651685,3.6109179126442243,dv,1,1.0986122886681096,0,1.0986122886681096,1,3.9318256327243257,1,1
52.84.150.60,North America,24,7.6487397889562425,0,1.0986122886681096,1,1,0,other,1,4xx,0,6.82001636467413,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,2.9444389791664403,0,1
207.148.125.216,Asia,21,0.0,0,1.3862943611198906,1,1,0,nginx,1,2xx,0,4.9344739331306915,1,1,0,2.70805020110221,8.202756381655638,8.19863945529737,unknown,0,0.0,0,0.0,1,0.0,0,1
209.42.255.1,Europe,18,8.14002395246292,0,3.4339872044851463,1,1,0,other,1,2xx,0,4.859812404361672,1,1,0,6.911747300251674,5.902633333401366,0.0,unknown,0,2.3978952727983707,0,0.6931471805599453,1,3.9318256327243257,1,1
104.21.22.97,North America,20,8.376090350438238,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
172.67.188.91,North America,20,8.2960476427647,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
172.217.20.137,Europe,24,8.527737405291909,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,1,1.3862943611198906,0,1
148.66.3.116,Asia,24,0.0,0,1.9459101490553132,1,1,0,nginx,1,2xx,0,9.290167671835738,0,1,0,3.091042453358316,4.51085950651685,4.23410650459726,dv,1,0.6931471805599453,0,0.6931471805599453,0,1.9459101490553132,0,1
31.7.65.251,Asia,22,7.191429330036379,0,2.3978952727983707,1,1,0,nginx,1,4xx,0,4.990432586778736,1,1,0,4.1588830833596715,4.51085950651685,3.295836866004329,dv,1,0.6931471805599453,0,1.0986122886681096,0,3.9318256327243257,1,1
38.127.216.159,Asia,24,9.451245252869034,0,1.791759469228055,1,1,0,nginx,1,2xx,0,11.090370147631774,1,1,0,3.5553480614894135,4.51085950651685,4.02535169073515,dv,1,0.6931471805599453,0,0.6931471805599453,0,3.9318256327243257,0,1
179.43.150.242,Europe,24,8.4069317971587,0,1.3862943611198906,1,1,0,nginx,1,3xx,1,4.962844630259907,1,1,0,4.343805421853684,4.51085950651685,2.639057329615259,dv,1,0.6931471805599453,0,0.6931471805599453,1,0.6931471805599453,0,1
212.104.128.1,Europe,24,6.324358962381311,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
116.203.212.240,Europe,16,6.679599185844383,0,1.0986122886681096,1,1,0,nginx,1,3xx,1,5.883322388488279,0,1,1,4.1588830833596715,4.51085950651685,3.295836866004329,dv,1,1.9459101490553132,0,0.6931471805599453,1,1.791759469228055,0,1
138.226.236.35,Europe,24,8.630878955820053,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,3.8918202981106265,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1.791759469228055,0,1
144.217.181.11,North America,16,8.145549631783584,0,0.0,0,0,0,unknown,0,0,0,0.0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,1.0986122886681096,0,1
82.39.117.59,North America,24,6.037870919922137,1,1.6094379124341003,1,1,0,nginx,1,2xx,0,5.351858133476067,1,1,1,6.035481432524756,4.51085950651685,0.0,dv,1,1.0986122886681096,0,0.6931471805599453,0,1.3862943611198906,0,1
103.255.47.24,Asia,22,0.0,0,1.0986122886681096,1,1,0,iis,1,4xx,0,5.755742213586912,1,1,0,5.25227342804663,5.981414211254481,5.3230099791384085,dv,0,4.143134726391533,0,0.6931471805599453,0,3.9318256327243257,1,1
43.162.115.222,North America,20,0.0,0,1.3862943611198906,1,1,0,unknown,1,4xx,0,3.8918202981106265,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,0,1
185.199.111.153,North America,24,8.080237416216702,0,1.0986122886681096,1,1,0,other,1,4xx,0,9.117786390365575,1,1,0,5.84354441703136,5.905361848054571,3.091042453358316,dv,0,2.0794415416798357,1,1.0986122886681096,0,3.9318256327243257,1,1
72.21.210.29,North America,19,8.951180966457603,0,0.6931471805599453,1,0,0,unknown,1,4xx,0,5.4680601411351315,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,3.9318256327243257,1,1
52.5.117.114,North America,14,9.431642228411022,0,1.3862943611198906,1,1,0,unknown,1,4xx,0,2.995732273553991,0,0,0,5.147494476813453,5.981414211254481,5.4116460518550396,dv,0,1.6094379124341003,1,1.0986122886681096,1,3.9318256327243257,0,1
5.57.226.200,Europe,22,8.443331342817782,1,1.0986122886681096,1,1,0,nginx,1,2xx,0,7.880804344674901,1,1,1,4.442651256490317,4.51085950651685,1.791759469228055,dv,1,3.4011973816621555,0,0.6931471805599453,0,1.9459101490553132,0,1
43.162.124.181,North America,20,0.0,0,1.3862943611198906,1,1,0,nginx,1,2xx,0,6.423246963533519,1,1,0,3.2188758248682006,4.51085950651685,4.189654742026425,dv,1,0.6931471805599453,0,0.6931471805599453,0,3.9318256327243257,0,1
69.164.211.158,North America,20,7.049254841255837,1,3.367295829986474,1,1,0,other,1,5xx,0,5.976350909297934,0,1,0,4.07753744390572,5.84354441703136,5.655991810819852,dv,0,2.1972245773362196,0,1.3862943611198906,1,3.9318256327243257,0,1
20.239.97.157,Asia,10,8.020270472819238,0,1.9459101490553132,1,1,0,unknown,1,4xx,0,3.8918202981106265,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
160.251.71.119,Asia,24,0.0,0,1.6094379124341003,1,1,0,nginx,1,4xx,0,4.990432586778736,1,1,0,4.624972813284271,5.986452005284438,5.69035945432406,dv,0,1.0986122886681096,1,0.6931471805599453,1,3.9318256327243257,1,1
195.88.211.226,Asia,24,6.0473721790462776,0,3.4339872044851463,1,1,0,other,1,3xx,1,5.099866427824199,0,0,1,4.110873864173311,4.51085950651685,3.4011973816621555,dv,1,0.6931471805599453,0,0.6931471805599453,1,3.9318256327243257,0,1
37.27.37.67,Europe,16,6.679599185844383,0,1.3862943611198906,1,1,0,apache,1,2xx,0,8.462314529906248,0,1,0,4.248495242049359,4.51085950651685,3.044522437723423,dv,1,1.0986122886681096,0,0.6931471805599453,1,1.0986122886681096,0,1
91.240.21.9,Europe,24,7.739794458408701,0,1.3862943611198906,1,1,0,unknown,1,3xx,1,0.0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
176.53.12.17,Asia,21,8.010359588919783,0,2.995732273553991,1,1,0,apache,1,2xx,0,7.903965634032166,0,1,1,6.16541785423142,4.5217885770490405,0.0,dv,0,1.0986122886681096,0,1.0986122886681096,1,3.9318256327243257,0,1
190.92.174.125,Asia,24,6.525029657843462,0,3.258096538021482,1,1,0,other,1,2xx,0,10.206329136745731,0,1,1,6.862757913051401,4.51085950651685,0.0,dv,1,1.0986122886681096,1,1.0986122886681096,1,3.9318256327243257,1,1
43.157.61.30,Europe,18,0.0,0,1.0986122886681096,1,0,0,nginx,1,2xx,0,6.1463292576688975,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1.3862943611198906,0,1
182.16.78.67,Asia,24,0.0,0,1.9459101490553132,1,1,0,nginx,1,2xx,0,9.507329003748263,0,1,0,3.295836866004329,4.51085950651685,4.1588830833596715,dv,1,0.6931471805599453,0,0.6931471805599453,0,2.833213344056216,0,1
144.172.94.39,North America,24,6.0112671744041615,1,1.3862943611198906,1,1,0,apache,1,2xx,0,9.275378768155406,0,1,0,3.4657359027997265,8.202756381655638,8.193953023563742,unknown,0,0.6931471805599453,0,0.0,1,0.6931471805599453,0,1
158.252.21.145,Asia,15,5.720311776607412,0,1.3862943611198906,1,1,0,nginx,1,4xx,0,5.517452896464707,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,1.0986122886681096,0,1
82.39.117.51,North America,24,6.037870919922137,1,1.6094379124341003,1,1,0,nginx,1,2xx,0,5.351858133476067,1,1,1,6.035481432524756,4.51085950651685,0.0,dv,1,1.0986122886681096,0,0.6931471805599453,0,1.3862943611198906,0,1
212.104.128.2,Europe,24,6.324358962381311,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
47.77.231.95,North America,18,8.19478163844336,0,1.3862943611198906,1,1,0,nginx,1,2xx,0,7.186144304522325,0,1,0,2.8903717578961645,4.51085950651685,4.290459441148391,dv,1,0.6931471805599453,0,0.6931471805599453,0,2.9444389791664403,0,1
192.236.147.234,Europe,23,8.446770727119691,0,2.995732273553991,1,1,0,apache,1,2xx,0,10.725291765304336,1,1,0,4.23410650459726,5.983936280687191,5.793013608384144,dv,0,1.0986122886681096,0,1.0986122886681096,1,1.6094379124341003,0,1
76.223.105.230,North America,20,7.992268643270745,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,0.0,0,0,0,5.049856007249537,5.986452005284438,5.488937726156687,dv,0,1.0986122886681096,1,0.6931471805599453,1,3.9318256327243257,0,1
181.174.165.110,North America,24,8.404919948933452,0,2.70805020110221,1,1,0,nginx,1,3xx,1,7.413970290190444,1,1,0,2.995732273553991,5.902633333401366,5.846438775057724,unknown,0,0.6931471805599453,0,0.0,0,1.6094379124341003,0,1
103.153.182.197,North America,23,0.0,1,3.1780538303479458,1,1,0,apache,1,2xx,0,7.4999765409521215,0,1,1,6.1903154058531475,4.51085950651685,0.0,dv,1,0.6931471805599453,0,0.6931471805599453,1,3.9318256327243257,1,1
172.67.142.242,North America,20,8.2960476427647,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
101.32.98.175,Asia,20,0.0,0,1.3862943611198906,1,1,0,nginx,1,4xx,0,5.0369526024136295,0,1,0,4.1588830833596715,5.905361848054571,5.713732805509369,dv,0,1.0986122886681096,1,1.3862943611198906,0,0.6931471805599453,0,1
47.243.89.52,Asia,16,5.3706380281276624,0,1.6094379124341003,1,1,0,nginx,1,3xx,1,7.190676034332207,1,1,0,2.70805020110221,4.51085950651685,4.330733340286331,dv,1,4.3694478524670215,0,0.6931471805599453,0,2.70805020110221,0,1
172.67.183.83,North America,20,8.2960476427647,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
216.40.34.41,North America,24,9.146548238888403,0,0.6931471805599453,1,0,0,unknown,1,4xx,0,0.0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,0,1
170.75.163.162,North America,20,8.358666283188,0,1.3862943611198906,1,1,0,apache,1,2xx,0,10.853077654811209,0,1,0,4.127134385045092,4.51085950651685,3.367295829986474,dv,1,0.6931471805599453,0,0.6931471805599453,1,1.3862943611198906,0,1
78.47.146.138,Europe,15,8.603187384583098,0,1.6094379124341003,1,1,0,apache,1,2xx,0,8.938794081433805,0,1,0,3.4339872044851463,4.51085950651685,4.0943445622221,dv,1,1.3862943611198906,1,0.6931471805599453,1,3.9318256327243257,0,1
188.114.96.7,North America,24,8.236155661683124,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,3.4657359027997265,4.51085950651685,4.07753744390572,dv,0,1.0986122886681096,1,1.0986122886681096,0,3.9318256327243257,1,1
64.29.17.67,North America,24,6.3473892096560105,0,1.0986122886681096,1,1,0,unknown,1,3xx,1,2.772588722239781,1,0,0,3.2188758248682006,4.51085950651685,4.189654742026425,dv,1,0.6931471805599453,0,0.6931471805599453,0,3.9318256327243257,1,1
185.27.134.102,Europe,22,8.443331342817782,0,0.0,0,0,0,unknown,0,0,0,0.0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,1
178.211.133.15,Europe,24,7.301147805856032,0,3.2188758248682006,0,1,1,other,1,4xx,0,5.225746673713202,1,1,0,3.295836866004329,4.51085950651685,4.1588830833596715,dv,1,1.0986122886681096,1,0.6931471805599453,1,3.9318256327243257,0,1
104.26.11.157,North America,20,8.376090350438238,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,0,1
50.6.206.247,North America,24,8.632484235750972,1,2.9444389791664403,1,1,0,apache,1,2xx,0,5.099866427824199,1,1,1,2.8903717578961645,4.51085950651685,4.290459441148391,dv,1,1.0986122886681096,1,0.6931471805599453,1,3.9318256327243257,0,1
31.22.4.234,Europe,24,8.538367426647644,0,0.6931471805599453,0,0,0,unknown,0,0,0,0.0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,3.9318256327243257,1,1
162.159.138.60,North America,19,8.444837529224097,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.0238805208462765,0,1,0,3.58351893845611,4.51085950651685,4.007333185232471,dv,0,1.0986122886681096,1,1.0986122886681096,0,3.9318256327243257,1,0
150.171.28.10,North America,16,8.225770799348734,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,5.272999558563747,1,0,0,3.6109179126442243,5.198497031265826,4.969813299576001,ov,0,0.6931471805599453,1,0.6931471805599453,0,3.9318256327243257,1,0
216.239.32.29,North America,24,9.128696382935672,0,1.0986122886681096,1,1,0,unknown,1,3xx,1,5.3981627015177525,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,1,3.9318256327243257,0,0
