ip,continent,bgp_prefix_len,whois_network_age_days,provider_is_hosting,num_distinct_ports,has_80,has_443,https_only,web_server,http_root_any_present,http_any_status_class,http_any_redirect_like,http_any_body_size,http_any_supports_http2,http_any_is_html,http_any_meta_refresh,cert_age_days,cert_lifetime_days,cert_remaining_days,cert_validation_level,cert_is_letsencrypt,cert_san_count,cert_is_wildcard,cert_chain_len,has_reverse_dns,num_dns_names_capped,dns_has_suspicious_tokens,label
150.171.22.12,North America,16,8.225770799348734,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,5.272999558563747,1,0,0,3.8501476017100584,5.198497031265826,4.897839799950911,ov,0,0.6931471805599453,1,0.6931471805599453,0,2.833213344056216,0,0
87.240.132.72,Europe,18,8.682199026000504,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,5.5254529391317835,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,3.9318256327243257,0,0
170.114.52.2,North America,24,7.56734567601324,1,1.0986122886681096,1,1,0,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,3.8712010109078907,5.905361848054571,5.765191102784844,ov,0,1.0986122886681096,1,1.0986122886681096,0,3.9318256327243257,0,0
17.253.144.10,North America,24,9.479527461791719,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,5.662960480135946,1,1,0,1.6094379124341003,4.454347296253507,4.406719247264253,ev,0,0.6931471805599453,0,1.0986122886681096,0,3.9318256327243257,1,0
13.107.138.10,North America,14,8.288785810426928,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,5.293304824724492,1,0,0,3.6109179126442243,5.198497031265826,4.969813299576001,ov,0,0.6931471805599453,1,0.6931471805599453,0,3.9318256327243257,1,0
151.101.2.132,North America,22,8.207129168071326,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.676753802268282,1,0,0,5.017279836814924,5.986452005284438,5.5093883366279774,dv,0,0.6931471805599453,0,0.6931471805599453,0,3.9318256327243257,1,0
192.0.78.17,North America,24,8.483636407887396,0,1.0986122886681096,1,1,0,nginx,1,3xx,1,0.0,1,1,0,3.6375861597263857,4.51085950651685,3.970291913552122,dv,1,1.0986122886681096,1,0.6931471805599453,0,3.9318256327243257,0,0
111.63.65.247,Asia,20,0.0,0,1.0986122886681096,1,1,0,unknown,1,3xx,1,4.060443010546419,0,1,0,5.3981627015177525,5.986452005284438,5.176149732573829,ov,0,3.9889840465642745,1,1.0986122886681096,0,3.9318256327243257,1,0
35.186.247.156,North America,16,8.135639903354386,1,0.6931471805599453,1,0,0,unknown,1,3xx,1,0.0,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,0,0
162.159.133.234,North America,19,8.444837529224097,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,3.912023005428146,4.51085950651685,3.713572066704308,dv,0,1.0986122886681096,1,1.0986122886681096,0,2.833213344056216,0,0
162.125.248.18,North America,24,8.226840890408578,0,1.0986122886681096,1,1,0,other,1,4xx,0,7.1180162044653335,1,1,0,3.5263605246161616,4.543294782270004,4.0943445622221,ov,0,1.0986122886681096,1,0.6931471805599453,0,0.6931471805599453,0,0
95.101.123.96,Europe,23,8.672999642554437,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.739792912179234,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,0.0,0,0
172.66.0.227,North America,22,8.2960476427647,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,0
23.185.0.4,North America,24,8.12355783506165,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,6.340359303727752,0,1,0,1.791759469228055,4.51085950651685,4.442651256490317,dv,1,2.0794415416798357,1,0.6931471805599453,0,3.9318256327243257,0,0
83.224.69.224,Europe,20,8.875007486048396,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.746203190540153,0,1,0,5.8111409929767,5.905361848054571,3.4965075614664802,ov,0,1.791759469228055,1,0.6931471805599453,0,0.0,0,0
52.96.172.98,North America,14,8.225770799348734,0,2.1972245773362196,1,1,0,iis,1,3xx,1,0.0,1,0,0,4.574710978503383,5.902633333401366,5.594711379601839,ov,0,3.1780538303479458,1,0.6931471805599453,0,3.9318256327243257,1,0
104.16.248.249,North America,20,8.376090350438238,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.0238805208462765,0,1,0,3.8066624897703196,5.87493073085203,5.739792912179234,ov,0,2.0794415416798357,1,0.6931471805599453,0,2.1972245773362196,0,0
204.79.197.212,North America,24,9.34005197849784,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,5.272999558563747,1,0,0,5.043425116919247,5.902633333401366,5.351858133476067,ov,0,2.70805020110221,1,0.6931471805599453,1,3.9318256327243257,0,0
216.58.206.33,Europe,23,8.543445562560303,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,1,1.0986122886681096,0,0
140.82.121.3,Europe,24,7.9561263512135,0,1.3862943611198906,1,1,0,unknown,1,3xx,1,0.0,1,0,0,3.6888794541139363,4.51085950651685,3.9318256327243257,dv,0,1.0986122886681096,0,1.0986122886681096,1,2.302585092994046,0,0
151.101.3.1,North America,22,8.207129168071326,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.676753802268282,1,0,0,5.267858159063328,5.902633333401366,5.147494476813453,ev,0,4.430816798843313,0,0.6931471805599453,0,3.9318256327243257,1,0
31.177.80.4,Europe,24,8.187299270155147,0,0.0,0,0,0,unknown,0,0,0,0.0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,1.6094379124341003,0,0
213.180.204.242,Europe,19,8.688622307043769,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,9.373648989588206,0,1,0,4.7535901911063645,5.204006687076795,4.189654742026425,ov,0,4.204692619390966,1,1.0986122886681096,1,3.9318256327243257,1,0
192.0.80.241,North America,24,8.483636407887396,0,1.0986122886681096,1,1,0,nginx,1,3xx,1,4.9344739331306915,1,1,0,1.6094379124341003,4.51085950651685,4.454347296253507,dv,1,1.0986122886681096,1,0.6931471805599453,0,1.6094379124341003,0,0
217.70.185.65,Europe,20,8.615226931687603,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.3471075307174685,0,1,0,5.648974238161206,5.986452005284438,4.736198448394496,dv,0,1.0986122886681096,0,1.0986122886681096,1,2.772588722239781,0,0
203.205.254.157,Asia,23,0.0,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,5.0106352940962555,1,1,0,4.6913478822291435,5.976350909297934,5.652489180268651,ov,0,1.0986122886681096,1,0.6931471805599453,0,3.9318256327243257,0,0
104.16.132.229,North America,20,8.376090350438238,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,3.4965075614664802,4.51085950651685,4.060443010546419,dv,0,1.791759469228055,1,1.0986122886681096,0,3.9318256327243257,0,0
23.55.104.19,Europe,24,8.592115117933497,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.746203190540153,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,0.0,0,0
89.221.239.1,Europe,22,6.875232087276577,0,1.0986122886681096,1,1,0,nginx,1,3xx,1,3.6375861597263857,1,1,0,4.762173934797756,5.986452005284438,5.638354669333745,ov,0,1.9459101490553132,1,1.0986122886681096,1,3.7612001156935624,1,0
204.93.207.22,North America,19,8.714731714015052,1,1.791759469228055,1,1,0,unknown,1,5xx,0,4.68213122712422,0,1,0,4.07753744390572,4.51085950651685,3.4657359027997265,dv,1,0.6931471805599453,0,0.6931471805599453,1,3.9318256327243257,0,0
98.82.161.185,North America,13,6.586171654854675,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,4.276666119016055,0,1,0,2.5649493574615367,5.877735781779639,5.840641657373398,dv,0,3.8712010109078907,1,1.0986122886681096,1,1.9459101490553132,1,0
194.226.65.229,Europe,20,7.844240718141811,0,0.0,0,0,0,unknown,0,0,0,0.0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,0.0,0,0
142.251.208.9,Europe,24,8.520188700396035,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,1,0.0,0,0
172.217.20.142,Europe,24,8.527737405291909,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,1,1.3862943611198906,0,0
34.160.35.160,North America,16,7.530479995245536,1,0.6931471805599453,1,0,0,unknown,1,4xx,0,4.990432586778736,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,1.0986122886681096,0,0
72.21.206.80,North America,19,8.951180966457603,0,0.6931471805599453,1,0,0,unknown,1,4xx,0,5.4680601411351315,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,3.9318256327243257,1,0
20.231.239.246,North America,10,8.020270472819238,0,1.0986122886681096,1,1,0,iis,1,4xx,0,7.9748769005588755,1,0,0,1.3862943611198906,5.198497031265826,5.176149732573829,ov,0,0.6931471805599453,0,1.0986122886681096,0,3.9318256327243257,1,0
35.186.224.24,North America,16,8.135639903354386,1,1.0986122886681096,1,1,0,other,1,4xx,0,0.0,1,0,0,1.791759469228055,3.6375861597263857,3.4657359027997265,ov,0,0.6931471805599453,0,0.6931471805599453,1,3.9318256327243257,1,0
142.251.208.164,Europe,24,8.520188700396035,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,1,0.0,0,0
151.101.193.140,North America,22,8.207129168071326,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.676753802268282,1,0,0,4.418840607796598,5.198497031265826,4.584967478670572,ov,0,1.0986122886681096,1,0.6931471805599453,0,3.9318256327243257,1,0
13.107.6.156,North America,24,8.288785810426928,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,5.272999558563747,1,0,0,3.8501476017100584,5.198497031265826,4.897839799950911,ov,0,0.6931471805599453,1,0.6931471805599453,0,3.9318256327243257,1,0
95.100.181.17,Europe,24,8.644530439877432,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.746203190540153,0,1,0,5.8111409929767,5.905361848054571,3.4965075614664802,ov,0,1.791759469228055,1,0.6931471805599453,0,0.0,0,0
151.101.193.6,North America,22,8.207129168071326,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.676753802268282,0,0,0,5.017279836814924,5.986452005284438,5.5093883366279774,dv,0,0.6931471805599453,0,0.6931471805599453,0,3.4965075614664802,0,0
142.250.201.68,Europe,24,8.520188700396035,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,1,0.0,0,0
8.8.4.4,North America,24,6.659293919683638,0,1.3862943611198906,0,1,1,unknown,1,3xx,1,5.37989735354046,1,1,0,2.995732273553991,4.442651256490317,4.174387269895637,dv,0,2.0794415416798357,1,1.0986122886681096,1,3.9318256327243257,1,0
104.17.156.85,North America,20,8.376090350438238,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,2.639057329615259,4.51085950651685,4.343805421853684,dv,1,0.6931471805599453,0,0.6931471805599453,0,3.6888794541139363,0,0
74.6.143.25,North America,24,8.896588071791218,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,8.48920515487607,1,1,0,4.875197323201151,5.181783550292085,3.8501476017100584,ov,0,2.833213344056216,1,0.6931471805599453,0,3.9318256327243257,1,0
157.240.203.60,Europe,24,8.276394704863307,0,1.3862943611198906,1,1,0,other,1,4xx,0,4.624972813284271,1,1,0,4.442651256490317,4.5217885770490405,1.9459101490553132,ov,0,2.0794415416798357,1,0.6931471805599453,1,3.9318256327243257,0,0
18.66.195.95,Europe,24,7.503840746698951,0,1.0986122886681096,1,1,0,other,1,4xx,0,6.82001636467413,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,0.6931471805599453,0,0
185.199.111.153,North America,24,8.080237416216702,0,1.0986122886681096,1,1,0,other,1,4xx,0,9.117786390365575,1,1,0,5.84354441703136,5.905361848054571,3.091042453358316,dv,0,2.0794415416798357,1,1.0986122886681096,1,3.9318256327243257,1,0
185.15.58.224,Europe,24,8.473032295630468,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,4.51085950651685,1,1,0,4.219507705176107,4.51085950651685,3.1354942159291497,dv,1,3.7376696182833684,1,0.6931471805599453,1,1.6094379124341003,0,0
159.60.134.0,North America,20,7.262628600974241,0,0.6931471805599453,1,0,0,unknown,1,4xx,0,5.736572297479192,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.5263605246161616,0,0
20.112.250.133,North America,10,8.020270472819238,0,1.0986122886681096,1,1,0,iis,1,4xx,0,7.9748769005588755,1,0,0,1.3862943611198906,5.198497031265826,5.176149732573829,ov,0,0.6931471805599453,0,1.0986122886681096,0,3.9318256327243257,1,0
45.60.131.229,North America,24,8.30622521603216,0,1.0986122886681096,0,0,0,other,0,0,0,0.0,0,0,0,5.365976015021851,5.942799375126701,5.117993812416755,ev,0,2.302585092994046,0,0.6931471805599453,0,1.0986122886681096,0,0
13.107.246.60,North America,14,8.288785810426928,0,1.0986122886681096,1,1,0,other,1,4xx,0,7.566311014772463,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,0
52.58.199.22,Europe,15,8.078688229229872,0,1.0986122886681096,1,1,0,nginx,1,4xx,0,5.545177444479562,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,2.639057329615259,0,0
23.196.137.248,Europe,21,8.434028950155469,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.746203190540153,0,1,0,4.3694478524670215,5.91350300563827,5.673323267171493,ov,0,1.0986122886681096,1,0.6931471805599453,1,0.0,0,0
204.79.197.219,North America,24,9.34005197849784,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,5.272999558563747,1,0,0,3.6109179126442243,5.198497031265826,4.969813299576001,ov,0,0.6931471805599453,1,0.6931471805599453,0,3.9318256327243257,1,0
184.25.52.7,Europe,22,8.631592731724734,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.746203190540153,0,1,0,5.62040086571715,5.902633333401366,4.499809670330265,ov,0,1.0986122886681096,1,0.6931471805599453,1,0.0,0,0
40.112.243.53,North America,13,8.296546520300614,0,1.3862943611198906,1,1,0,iis,1,4xx,0,7.889084407035514,0,1,0,2.639057329615259,5.198497031265826,5.117993812416755,ov,0,2.4849066497880004,1,0.6931471805599453,0,3.9318256327243257,1,0
52.200.46.40,North America,13,8.247743887225516,0,0.6931471805599453,0,1,1,unknown,1,4xx,0,3.4011973816621555,1,0,0,4.143134726391533,5.981414211254481,5.808142489980444,dv,0,0.6931471805599453,0,1.0986122886681096,1,0.6931471805599453,0,0
172.217.18.8,Europe,24,8.527737405291909,0,0.0,0,0,0,unknown,0,0,0,0.0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,1.3862943611198906,0,0
104.18.13.15,North America,20,8.376090350438238,1,2.639057329615259,1,1,0,cloudflare,1,4xx,0,5.537334267018537,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,3.9318256327243257,1,0
20.236.44.162,North America,10,8.020270472819238,0,1.0986122886681096,1,1,0,iis,1,4xx,0,7.9748769005588755,1,0,0,1.3862943611198906,5.198497031265826,5.176149732573829,ov,0,0.6931471805599453,0,1.0986122886681096,0,3.9318256327243257,1,0
195.47.247.9,Europe,24,9.024974184996003,0,1.0986122886681096,1,1,0,other,1,5xx,0,9.720945971538624,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,2.302585092994046,0,0
157.240.203.174,Europe,24,8.276394704863307,0,1.0986122886681096,1,1,0,other,1,4xx,0,4.663439094112067,1,1,0,4.442651256490317,4.5217885770490405,1.9459101490553132,ov,0,1.9459101490553132,1,0.6931471805599453,1,0.0,0,0
5.255.255.77,Europe,24,8.450839690866216,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,0.0,1,0,0,2.1972245773362196,5.204006687076795,5.159055299214529,ov,0,3.970291913552122,1,1.0986122886681096,1,3.7376696182833684,1,0
142.250.185.132,Europe,24,8.520188700396035,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,1,1.0986122886681096,0,0
23.20.255.17,North America,15,7.664346632098617,0,0.0,0,0,0,unknown,0,0,0,0.0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,0.0,0,0
185.26.182.104,Europe,22,8.38776764397578,0,1.0986122886681096,1,1,0,nginx,1,3xx,1,5.093750200806762,0,1,0,3.6635616461296463,5.983936280687191,5.8805329864007,dv,0,1.0986122886681096,1,1.0986122886681096,1,0.6931471805599453,0,0
198.143.164.252,North America,24,8.521782643750045,0,1.0986122886681096,1,1,0,nginx,1,3xx,1,0.0,1,1,0,2.9444389791664403,4.51085950651685,4.276666119016055,dv,1,1.0986122886681096,1,0.6931471805599453,0,3.9318256327243257,1,0
124.251.34.141,Asia,19,0.0,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,5.231108616854587,0,1,0,4.983606621708336,5.983936280687191,5.5254529391317835,dv,0,1.0986122886681096,0,1.0986122886681096,0,1.3862943611198906,0,0
151.101.2.146,North America,22,8.207129168071326,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.676753802268282,1,0,0,4.454347296253507,3.4339872044851463,0.0,dv,0,1.9459101490553132,1,0.6931471805599453,0,1.9459101490553132,0,0
151.101.0.84,North America,22,8.207129168071326,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.676753802268282,1,0,0,5.308267697401205,5.973809611869261,5.25227342804663,ov,0,4.574710978503383,1,0.6931471805599453,0,3.9318256327243257,1,0
34.149.46.130,North America,14,7.530479995245536,1,1.0986122886681096,1,1,0,unknown,1,4xx,0,0.0,1,0,0,5.3612921657094255,5.902633333401366,5.030437921392435,ov,0,3.5553480614894135,1,0.6931471805599453,0,2.8903717578961645,0,0
157.240.203.35,Europe,24,8.276394704863307,0,1.0986122886681096,1,1,0,other,1,4xx,0,7.341483852363161,1,1,0,4.442651256490317,4.5217885770490405,1.9459101490553132,ov,0,2.4849066497880004,1,0.6931471805599453,1,0.0,0,0
216.58.206.67,Europe,23,8.543445562560303,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,1,1.791759469228055,0,0
142.250.184.238,Europe,24,8.520188700396035,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,0,2.3978952727983707,0,0
172.217.18.14,Europe,24,8.527737405291909,0,0.0,0,0,0,unknown,0,0,0,0.0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,1.9459101490553132,0,0
5.61.23.39,Europe,21,7.190676034332207,0,0.6931471805599453,0,1,1,unknown,1,4xx,0,0.0,0,0,0,5.54907608489522,5.986452005284438,4.948759890378168,ov,0,1.0986122886681096,1,1.3862943611198906,1,1.0986122886681096,0,0
18.200.8.190,Europe,16,8.033334015880062,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,2.0794415416798357,0,0,0,0.6931471805599453,2.70805020110221,2.5649493574615367,unknown,0,3.044522437723423,0,1.0986122886681096,1,0.0,0,0
142.250.187.238,Europe,15,8.520188700396035,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,1,0.6931471805599453,0,0
147.67.34.45,Europe,17,9.928131383448887,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,6.466144724237619,0,1,0,5.2574953720277815,5.921578419643816,5.198497031265826,ov,0,1.0986122886681096,0,0.6931471805599453,0,0.6931471805599453,0,0
184.25.52.209,Europe,22,8.631592731724734,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.739792912179234,0,1,0,4.634728988229636,5.910796644040527,5.583496308781699,ov,0,4.605170185988092,0,0.6931471805599453,1,0.0,0,0
128.116.13.3,Europe,24,7.9714309977693505,0,1.0986122886681096,1,1,0,unknown,1,4xx,0,4.343805421853684,1,1,0,5.030437921392435,5.905361848054571,5.365976015021851,ov,0,1.0986122886681096,1,1.0986122886681096,0,0.0,0,0
172.217.23.110,Europe,24,8.527737405291909,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,0,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,0,1.3862943611198906,0,0
83.224.69.202,Europe,20,8.875007486048396,0,1.0986122886681096,1,1,0,other,1,4xx,0,5.746203190540153,0,1,0,5.8111409929767,5.905361848054571,3.4965075614664802,ov,0,1.791759469228055,1,0.6931471805599453,0,0.0,0,0
35.190.14.201,North America,16,8.135639903354386,1,0.6931471805599453,1,0,0,unknown,1,3xx,1,0.0,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,3.9318256327243257,1,0
142.251.141.66,Europe,24,8.520188700396035,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,1,0.0,0,0
217.20.156.72,Europe,20,7.32052696227274,0,0.6931471805599453,0,1,1,unknown,0,0,0,0.0,0,0,0,4.804021044733257,5.986452005284438,5.62040086571715,ov,0,1.6094379124341003,1,1.0986122886681096,0,2.4849066497880004,0,0
149.154.167.99,Europe,23,8.334951631422454,0,1.0986122886681096,1,1,0,nginx,1,3xx,1,0.0,1,1,0,5.236441962829949,5.986452005284438,5.3471075307174685,dv,0,1.0986122886681096,1,1.0986122886681096,0,3.9318256327243257,0,0
20.76.201.171,Europe,10,8.020270472819238,0,1.0986122886681096,1,1,0,iis,1,4xx,0,7.9748769005588755,1,0,0,1.3862943611198906,5.198497031265826,5.176149732573829,ov,0,0.6931471805599453,0,1.0986122886681096,0,3.9318256327243257,1,0
172.217.16.174,Europe,24,8.527737405291909,0,1.0986122886681096,1,1,0,other,1,3xx,1,5.393627546352361,1,1,0,8.309676895987726,8.608860379942062,7.256297239690681,unknown,0,0.6931471805599453,0,0.0,1,1.9459101490553132,0,0
13.32.220.58,Europe,21,7.951559331155252,0,1.0986122886681096,1,1,0,other,1,4xx,0,6.82001636467413,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,0.6931471805599453,0,0
108.139.243.114,Europe,21,7.466799475018602,0,1.0986122886681096,1,1,0,other,1,4xx,0,6.82001636467413,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,1,0.0,0,0
67.199.248.11,North America,24,8.173857454773621,1,1.0986122886681096,1,1,0,nginx,1,3xx,1,4.718498871295094,1,1,0,5.786897381366708,5.902633333401366,3.6888794541139363,ev,0,1.0986122886681096,0,0.6931471805599453,1,1.0986122886681096,0,0
211.45.27.231,Asia,19,0.0,0,1.0986122886681096,1,1,0,unknown,1,2xx,0,10.0853089842884,0,1,1,5.746203190540153,5.986452005284438,4.442651256490317,ov,0,1.0986122886681096,1,1.0986122886681096,0,3.6109179126442243,0,0
